architecture,dataset,collection,domain,method,accuracy,loss,ece,worst_task_accuracy,forgetting,trainable_parameters,stored_parameters,branch_count,latency_seconds,peak_memory_mb,selector_validation_samples,candidate_count,lift_activated,selected_ordinary_method,leakage_hash_passed,logits_sha256
deit_tiny,CIFAR10,3,gaussian_shift,git_rebasin_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.7386363636363636,0.04734523828721232,0,1920,1,9.292038157582283e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,c2m3_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.7386363636363636,0.04734523828721232,0,1920,1,9.37492586672306e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,task_arithmetic,0.761,1.0074805907421436,0.30168456504944746,0.7386363636363636,0.04734523828721232,0,1920,1,9.250128641724586e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,ties,0.761,0.855491141776766,0.19669225091626946,0.7386363636363636,0.04734523828721232,0,1920,1,9.458046406507492e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,dare,0.722,1.0273438085566673,0.25760562405252596,0.7088068181818182,0.08620981964259541,0,1920,1,9.708106517791748e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,regmean,0.761,1.0074805907421436,0.30168456504944746,0.7386363636363636,0.04734523828721232,0,1920,1,9.499955922365189e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,cca_shared_feature_alignment,0.761,1.0074805907421436,0.30168456504944746,0.7386363636363636,0.04734523828721232,0,1920,1,1.858314499258995e-05,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,low_rank_task_subspace,0.755,1.012112995196053,0.2958770213586123,0.7244318181818182,0.05394345231099093,0,1920,1,1.0041985660791397e-05,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,twistedmerge_hodge_lr,0.761,1.0074805907421436,0.30168456504944746,0.7386363636363636,0.04734523828721232,0,1920,1,9.417068213224411e-06,358.03125,600,6,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,adaptive_router,0.747,0.962889853478675,0.25332715907001774,0.7144886363636364,0.06134792304905423,44,7680,4,9.417068213224411e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,ensemble_reference,0.761,1.0074805907421436,0.30168456504944746,0.7386363636363636,0.04734523828721232,0,7680,4,9.292038157582283e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,4,clean,uniform_model_soup,0.807,0.9400555199808026,0.3359218653939963,0.7902621722846442,0.03245286080074511,0,1920,1,9.415904060006142e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,greedy_model_soup,0.694,1.8113591662554414,0.10098898775896607,0.6098981077147017,0.14983502021887926,0,1920,1,9.666895493865013e-06,358.03125,600,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,git_rebasin_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.7902621722846442,0.03245286080074511,0,1920,1,9.624985978007317e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,c2m3_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.7902621722846442,0.03245286080074511,0,1920,1,9.62521880865097e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,task_arithmetic,0.807,0.9400555199808026,0.3359218653939963,0.7902621722846442,0.03245286080074511,0,1920,1,9.37492586672306e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,ties,0.807,0.7754464614136289,0.22933278504956106,0.7902621722846442,0.03245286080074511,0,1920,1,9.333016350865364e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,dare,0.711,1.0194920372724365,0.24089696975930316,0.6891385767790262,0.12732416804534494,0,1920,1,9.37492586672306e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,regmean,0.807,0.9400555199808026,0.3359218653939963,0.7902621722846442,0.03245286080074511,0,1920,1,9.707873687148094e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,cca_shared_feature_alignment,0.807,0.9400555199808026,0.3359218653939963,0.7902621722846442,0.03245286080074511,0,1920,1,9.37492586672306e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,low_rank_task_subspace,0.79,0.9460828521650049,0.3167603220442438,0.7627365356622998,0.050497614941643815,0,1920,1,1.0875053703784943e-05,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,twistedmerge_hodge_lr,0.807,0.9400555199808026,0.3359218653939963,0.7902621722846442,0.03245286080074511,0,1920,1,1.0542105883359909e-05,358.03125,600,6,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,adaptive_router,0.806,0.868158045433382,0.28995810490558843,0.7915106117353309,0.0335218119198937,44,7680,4,9.833136573433876e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,clean,ensemble_reference,0.807,0.9400555199808026,0.3359218653939963,0.7902621722846442,0.03245286080074511,0,7680,4,9.708106517791748e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,uniform_model_soup,0.761,1.0074805907421436,0.30168456504944746,0.7490636704119851,0.03819034579955227,0,1920,1,9.54093411564827e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,greedy_model_soup,0.657,1.515490490411019,0.08923304379054278,0.5836972343522562,0.14721433458158797,0,1920,1,1.2791948392987251e-05,358.03125,600,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,git_rebasin_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.7490636704119851,0.03819034579955227,0,1920,1,9.250128641724586e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,c2m3_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.7490636704119851,0.03819034579955227,0,1920,1,9.33394767343998e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,task_arithmetic,0.761,1.0074805907421436,0.30168456504944746,0.7490636704119851,0.03819034579955227,0,1920,1,9.875046089291573e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,ties,0.761,0.855491141776766,0.19669225091626946,0.7490636704119851,0.03819034579955227,0,1920,1,9.415904060006142e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,dare,0.685,1.0962134331696,0.2226546833449662,0.6791044776119403,0.1145582093353121,0,1920,1,9.250128641724586e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,regmean,0.761,1.0074805907421436,0.30168456504944746,0.7490636704119851,0.03819034579955227,0,1920,1,9.417068213224411e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,cca_shared_feature_alignment,0.761,1.0074805907421436,0.30168456504944746,0.7490636704119851,0.03819034579955227,0,1920,1,9.375158697366714e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,low_rank_task_subspace,0.756,1.0086329456277057,0.2967588277671786,0.7401129943502824,0.04426848166897099,0,1920,1,9.665964171290398e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,twistedmerge_hodge_lr,0.761,1.0074805907421436,0.30168456504944746,0.7490636704119851,0.03819034579955227,0,1920,1,9.207986295223236e-06,358.03125,600,6,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,adaptive_router,0.756,0.9549358478520978,0.2613119892077787,0.7453183520599251,0.043090416374734125,44,7680,4,9.417068213224411e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR10,4,gaussian_shift,ensemble_reference,0.761,1.0074805907421436,0.30168456504944746,0.7490636704119851,0.03819034579955227,0,7680,4,9.167008101940155e-06,358.03125,0,1,False,uniform_model_soup,True,bbb0a08dd4f2974d97bd5ba29ce7e755fb9f6c0dfc85e88515ebc8d69c7836d1
deit_tiny,CIFAR100,0,clean,uniform_model_soup,0.571,2.3915625366148126,0.41959799924711955,0.5566166439290586,0.04274456059826112,0,19200,1,6.437511183321476e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,greedy_model_soup,0.475,3.550237998255784,0.19300825403070376,0.40654843110504774,0.13994766372454942,0,19200,1,0.00011870916932821274,358.03125,600,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,git_rebasin_shared_feature_identity,0.571,2.3915625366148126,0.41959799924711955,0.5566166439290586,0.04274456059826112,0,19200,1,6.41669612377882e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,c2m3_shared_feature_identity,0.571,2.3915625366148126,0.41959799924711955,0.5566166439290586,0.04274456059826112,0,19200,1,6.470782682299614e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,task_arithmetic,0.571,2.3915625366148126,0.41959799924711955,0.5566166439290586,0.04274456059826112,0,19200,1,6.479094736278057e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,ties,0.571,2.0103222392952866,0.32029281322283576,0.5566166439290586,0.04274456059826112,0,19200,1,6.43748790025711e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,dare,0.475,2.4583608724683668,0.30200281314463256,0.4679399727148704,0.13876230015565605,0,19200,1,8.420809172093868e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,regmean,0.571,2.3915625366148126,0.41959799924711955,0.5566166439290586,0.04274456059826112,0,19200,1,6.437511183321476e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,cca_shared_feature_alignment,0.571,2.3915625366148126,0.41959799924711955,0.5566166439290586,0.04274456059826112,0,19200,1,6.520794704556465e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,low_rank_task_subspace,0.571,2.39156253621492,0.419597999130419,0.5566166439290586,0.04274456059826112,0,19200,1,6.529106758534908e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,twistedmerge_hodge_lr,0.571,2.3915625366148126,0.41959799924711955,0.5566166439290586,0.04274456059826112,0,19200,1,6.900005973875523e-05,358.03125,600,6,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,adaptive_router,0.566,2.3621845417945297,0.40342228163674826,0.557980900409277,0.047729099350382,404,76800,4,6.60410150885582e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,clean,ensemble_reference,0.571,2.391562536614812,0.4195979992471196,0.5566166439290586,0.04274456059826112,0,76800,4,6.520794704556465e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,uniform_model_soup,0.488,2.5572150705124144,0.34102874139621,0.4488403819918145,0.039143693639005314,0,19200,1,6.479118019342422e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,greedy_model_soup,0.419,3.317819611862504,0.15441430568571543,0.3369713506139154,0.10904489542943936,0,19200,1,0.00010729208588600159,358.03125,600,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,git_rebasin_shared_feature_identity,0.488,2.5572150705124144,0.34102874139621,0.4488403819918145,0.039143693639005314,0,19200,1,8.479203097522259e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,c2m3_shared_feature_identity,0.488,2.5572150705124144,0.34102874139621,0.4488403819918145,0.039143693639005314,0,19200,1,6.449990905821323e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,task_arithmetic,0.488,2.5572150705124144,0.34102874139621,0.4488403819918145,0.039143693639005314,0,19200,1,6.445799954235554e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,ties,0.488,2.211801550654214,0.24391070979687765,0.4488403819918145,0.039143693639005314,0,19200,1,6.445799954235554e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,dare,0.419,2.611709077141346,0.25210850689621955,0.40654843110504774,0.10787351286865363,0,19200,1,6.449990905821323e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,regmean,0.488,2.5572150705124144,0.34102874139621,0.4488403819918145,0.039143693639005314,0,19200,1,6.433413363993168e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,cca_shared_feature_alignment,0.488,2.5572150705124144,0.34102874139621,0.4488403819918145,0.039143693639005314,0,19200,1,6.412481889128685e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,low_rank_task_subspace,0.488,2.55721507025687,0.34102874128492106,0.4488403819918145,0.039143693639005314,0,19200,1,6.387499161064625e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,twistedmerge_hodge_lr,0.488,2.5572150705124144,0.34102874139621,0.4488403819918145,0.039143693639005314,0,19200,1,6.520887836813927e-05,358.03125,600,6,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,adaptive_router,0.469,2.540193118876613,0.3138679687409429,0.4583883751651255,0.05785349579224584,404,76800,4,7.02498946338892e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,0,gaussian_shift,ensemble_reference,0.488,2.557215070512415,0.34102874139621,0.4488403819918145,0.039143693639005314,0,76800,4,6.508384831249714e-05,358.03125,0,1,False,uniform_model_soup,True,99ebd66dbe3ec04003b8ee79d89e8bc5d9a428c1fd806ad176376d0d9b51b308
deit_tiny,CIFAR100,1,clean,uniform_model_soup,0.571,2.3915625366148126,0.41959799924711955,0.5548128342245989,0.04296620620397054,0,19200,1,6.262492388486862e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,greedy_model_soup,0.465,3.5082210122114326,0.18788143419817818,0.40240641711229946,0.15044789549420445,0,19200,1,6.420793943107128e-05,358.03125,600,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,git_rebasin_shared_feature_identity,0.571,2.3915625366148126,0.41959799924711955,0.5548128342245989,0.04296620620397054,0,19200,1,6.687501445412636e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,c2m3_shared_feature_identity,0.571,2.3915625366148126,0.41959799924711955,0.5548128342245989,0.04296620620397054,0,19200,1,6.204098463058472e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,task_arithmetic,0.571,2.3915625366148126,0.41959799924711955,0.5548128342245989,0.04296620620397054,0,19200,1,6.174994632601738e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,ties,0.571,2.0103222392952866,0.32029281322283576,0.5548128342245989,0.04296620620397054,0,19200,1,6.191595457494259e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,dare,0.435,2.496792282342517,0.2623346067258518,0.4077540106951872,0.17889965829260873,0,19200,1,6.187497638165951e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,regmean,0.571,2.3915625366148126,0.41959799924711955,0.5548128342245989,0.04296620620397054,0,19200,1,6.183399818837643e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,cca_shared_feature_alignment,0.571,2.3915625366148126,0.41959799924711955,0.5548128342245989,0.04296620620397054,0,19200,1,7.77081586420536e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,low_rank_task_subspace,0.571,2.3915625362382125,0.4195979992377791,0.5548128342245989,0.04296620620397054,0,19200,1,6.074993871152401e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,twistedmerge_hodge_lr,0.571,2.3915625366148126,0.41959799924711955,0.5548128342245989,0.04296620620397054,0,19200,1,6.11250288784504e-05,358.03125,600,6,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,adaptive_router,0.558,2.373146080903595,0.39749197617148724,0.5387700534759359,0.056072953942348014,404,76800,4,6.091711111366749e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,clean,ensemble_reference,0.571,2.391562536614812,0.4195979992471196,0.5548128342245989,0.04296620620397054,0,76800,4,6.0791149735450745e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,uniform_model_soup,0.488,2.5572150705124144,0.34102874139621,0.48128342245989303,0.04653374089657661,0,19200,1,6.19587954133749e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,greedy_model_soup,0.414,3.2846416667185223,0.14359132370705746,0.36893203883495146,0.12168435815171844,0,19200,1,7.325015030801296e-05,358.03125,600,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,git_rebasin_shared_feature_identity,0.488,2.5572150705124144,0.34102874139621,0.48128342245989303,0.04653374089657661,0,19200,1,6.0957856476306915e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,c2m3_shared_feature_identity,0.488,2.5572150705124144,0.34102874139621,0.48128342245989303,0.04653374089657661,0,19200,1,6.274995394051075e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,task_arithmetic,0.488,2.5572150705124144,0.34102874139621,0.48128342245989303,0.04653374089657661,0,19200,1,6.13329466432333e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,ties,0.488,2.211801550654214,0.24391070979687765,0.48128342245989303,0.04653374089657661,0,19200,1,6.24998938292265e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,dare,0.39,2.6478031487766667,0.22366709873319407,0.37566844919786097,0.144535467084692,0,19200,1,6.454205140471458e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,regmean,0.488,2.5572150705124144,0.34102874139621,0.48128342245989303,0.04653374089657661,0,19200,1,6.475020200014114e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,cca_shared_feature_alignment,0.488,2.5572150705124144,0.34102874139621,0.48128342245989303,0.04653374089657661,0,19200,1,6.087496876716614e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,low_rank_task_subspace,0.488,2.557215070411198,0.34102874127484967,0.48128342245989303,0.04653374089657661,0,19200,1,6.116600707173347e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,twistedmerge_hodge_lr,0.488,2.5572150705124144,0.34102874139621,0.48128342245989303,0.04653374089657661,0,19200,1,6.083399057388306e-05,358.03125,600,6,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,adaptive_router,0.488,2.5400731631149713,0.33354244304642483,0.4786096256684492,0.04661913480076346,404,76800,4,6.39171339571476e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
deit_tiny,CIFAR100,1,gaussian_shift,ensemble_reference,0.488,2.557215070512415,0.34102874139621,0.48128342245989303,0.04653374089657661,0,76800,4,6.295903585851192e-05,358.03125,0,1,False,uniform_model_soup,True,a4a233f62f19e187fc17a9ab807b3115c6e003bee434a0c244e2df5073bab870
