collection,layer,gauge_family,null_family,draw,statistic
0,block2,channel_permutation,graph_topology_shuffle,77,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,77,0.27216552697590873
0,block2,channel_permutation,edge_shuffle,78,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,78,1.0896295442239453e-15
0,block2,channel_permutation,matched_fit_random_gauge,78,2.3098005359508025
0,block2,channel_permutation,graph_topology_shuffle,78,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,78,0.20412414523193154
0,block2,channel_permutation,edge_shuffle,79,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,79,9.586136113139176e-16
0,block2,channel_permutation,matched_fit_random_gauge,79,2.0221689875348963
0,block2,channel_permutation,graph_topology_shuffle,79,0.0
0,block2,channel_permutation,calibration_label_independent_bootstrap,79,0.13608276348795437
0,block2,channel_permutation,edge_shuffle,80,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,80,1.02755924080171e-15
0,block2,channel_permutation,matched_fit_random_gauge,80,2.451110578150545
0,block2,channel_permutation,graph_topology_shuffle,80,0.0
0,block2,channel_permutation,calibration_label_independent_bootstrap,80,0.27216552697590873
0,block2,channel_permutation,edge_shuffle,81,0.0
0,block2,channel_permutation,matched_norm_coboundary,81,9.642170650502278e-16
0,block2,channel_permutation,matched_fit_random_gauge,81,2.1034901669946637
0,block2,channel_permutation,graph_topology_shuffle,81,0.0
0,block2,channel_permutation,calibration_label_independent_bootstrap,81,0.27216552697590873
0,block2,channel_permutation,edge_shuffle,82,0.0
0,block2,channel_permutation,matched_norm_coboundary,82,1.0007017486989802e-15
