setting_id,selector,resample_choices,modal_fraction,unique_choices
post_iclr_v2_mnist_mlp_N4_W32_S9306,A1,"[""official_git_rebasin"", ""greedy_soup"", ""greedy_soup"", ""official_git_rebasin"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9306,A2,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W32_S9306,A3,"[""permutation_gauge_soup"", ""monomial_gauge_soup"", ""permutation_gauge_soup"", ""permutation_gauge_soup"", ""permutation_gauge_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W32_S9306,A4,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W32_S9306,A5,"[""official_git_rebasin"", ""monomial_gauge_soup"", ""permutation_gauge_soup"", ""official_git_rebasin"", ""permutation_gauge_soup""]",0.4,3
post_iclr_v2_mnist_mlp_N4_W64_S9306,A0,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_3"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9306,A1,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_3"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9306,A2,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_3"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9306,A3,"[""monomial_gauge_soup"", ""monomial_gauge_soup"", ""monomial_gauge_soup"", ""individual_3"", ""monomial_gauge_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9306,A4,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_3"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9306,A5,"[""monomial_gauge_soup"", ""monomial_gauge_soup"", ""monomial_gauge_soup"", ""individual_3"", ""monomial_gauge_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W32_S9307,A0,"[""individual_2"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W32_S9307,A1,"[""individual_2"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W32_S9307,A2,"[""individual_2"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W32_S9307,A3,"[""individual_2"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W32_S9307,A4,"[""individual_2"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W32_S9307,A5,"[""individual_2"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W64_S9307,A0,"[""individual_2"", ""individual_0"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.6,3
post_iclr_v2_mnist_mlp_N3_W64_S9307,A1,"[""individual_2"", ""individual_0"", ""greedy_soup"", ""greedy_soup"", ""official_git_rebasin""]",0.4,4
post_iclr_v2_mnist_mlp_N3_W64_S9307,A2,"[""individual_2"", ""individual_0"", ""greedy_soup"", ""positive_monomial_gauge_merge"", ""positive_monomial_gauge_merge""]",0.4,4
post_iclr_v2_mnist_mlp_N3_W64_S9307,A3,"[""union_gauge_soup"", ""individual_0"", ""greedy_soup"", ""positive_monomial_gauge_merge"", ""positive_monomial_gauge_merge""]",0.4,4
post_iclr_v2_mnist_mlp_N3_W64_S9307,A4,"[""individual_2"", ""individual_0"", ""greedy_soup"", ""greedy_soup"", ""official_git_rebasin""]",0.4,4
post_iclr_v2_mnist_mlp_N3_W64_S9307,A5,"[""union_gauge_soup"", ""individual_0"", ""greedy_soup"", ""positive_monomial_gauge_merge"", ""official_git_rebasin""]",0.2,5
post_iclr_v2_mnist_mlp_N4_W32_S9307,A0,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W32_S9307,A1,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W32_S9307,A2,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W32_S9307,A3,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W32_S9307,A4,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W32_S9307,A5,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W64_S9307,A0,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W64_S9307,A1,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W64_S9307,A2,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W64_S9307,A3,"[""permutation_gauge_soup"", ""permutation_gauge_soup"", ""permutation_gauge_soup"", ""greedy_soup"", ""permutation_gauge_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9307,A4,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N4_W64_S9307,A5,"[""permutation_gauge_soup"", ""permutation_gauge_soup"", ""permutation_gauge_soup"", ""greedy_soup"", ""permutation_gauge_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W32_S9308,A0,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N3_W32_S9308,A1,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N3_W32_S9308,A2,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N3_W32_S9308,A3,"[""greedy_soup"", ""monomial_gauge_soup"", ""monomial_gauge_soup"", ""greedy_soup"", ""monomial_gauge_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W32_S9308,A4,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",1.0,1
post_iclr_v2_mnist_mlp_N3_W32_S9308,A5,"[""greedy_soup"", ""monomial_gauge_soup"", ""monomial_gauge_soup"", ""greedy_soup"", ""monomial_gauge_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W64_S9308,A0,"[""greedy_soup"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W64_S9308,A1,"[""official_c2m3"", ""official_git_rebasin"", ""official_git_rebasin"", ""greedy_soup"", ""official_git_rebasin""]",0.6,3
post_iclr_v2_mnist_mlp_N3_W64_S9308,A2,"[""greedy_soup"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W64_S9308,A3,"[""greedy_soup"", ""individual_2"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W64_S9308,A4,"[""official_c2m3"", ""official_git_rebasin"", ""official_git_rebasin"", ""greedy_soup"", ""official_git_rebasin""]",0.6,3
post_iclr_v2_mnist_mlp_N3_W64_S9308,A5,"[""official_c2m3"", ""official_git_rebasin"", ""official_git_rebasin"", ""greedy_soup"", ""official_git_rebasin""]",0.6,3
post_iclr_v2_mnist_mlp_N4_W32_S9308,A0,"[""greedy_soup"", ""individual_2"", ""individual_2"", ""greedy_soup"", ""individual_2""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9308,A1,"[""greedy_soup"", ""individual_2"", ""individual_2"", ""greedy_soup"", ""individual_2""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9308,A2,"[""greedy_soup"", ""individual_2"", ""individual_2"", ""greedy_soup"", ""individual_2""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9308,A3,"[""greedy_soup"", ""individual_2"", ""union_gauge_soup"", ""greedy_soup"", ""individual_2""]",0.4,3
post_iclr_v2_mnist_mlp_N4_W32_S9308,A4,"[""greedy_soup"", ""individual_2"", ""individual_2"", ""greedy_soup"", ""individual_2""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9308,A5,"[""greedy_soup"", ""individual_2"", ""union_gauge_soup"", ""greedy_soup"", ""individual_2""]",0.4,3
post_iclr_v2_mnist_mlp_N4_W64_S9308,A0,"[""greedy_soup"", ""individual_3"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9308,A1,"[""greedy_soup"", ""individual_3"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9308,A2,"[""greedy_soup"", ""individual_3"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9308,A3,"[""union_gauge_soup"", ""individual_3"", ""union_gauge_soup"", ""union_gauge_soup"", ""union_gauge_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9308,A4,"[""greedy_soup"", ""individual_3"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9308,A5,"[""union_gauge_soup"", ""individual_3"", ""union_gauge_soup"", ""union_gauge_soup"", ""union_gauge_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W32_S9309,A0,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_1"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W32_S9309,A1,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_1"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W32_S9309,A2,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_1"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W32_S9309,A3,"[""permutation_gauge_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_1"", ""monomial_gauge_soup""]",0.4,4
post_iclr_v2_mnist_mlp_N3_W32_S9309,A4,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_1"", ""greedy_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W32_S9309,A5,"[""permutation_gauge_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_1"", ""monomial_gauge_soup""]",0.4,4
post_iclr_v2_mnist_mlp_N3_W64_S9309,A0,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_2""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W64_S9309,A1,"[""official_git_rebasin"", ""official_c2m3"", ""official_git_rebasin"", ""official_git_rebasin"", ""official_c2m3""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W64_S9309,A2,"[""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_2""]",0.8,2
post_iclr_v2_mnist_mlp_N3_W64_S9309,A3,"[""monomial_gauge_soup"", ""permutation_gauge_soup"", ""greedy_soup"", ""greedy_soup"", ""individual_2""]",0.4,4
post_iclr_v2_mnist_mlp_N3_W64_S9309,A4,"[""official_git_rebasin"", ""official_c2m3"", ""official_git_rebasin"", ""official_git_rebasin"", ""official_c2m3""]",0.6,2
post_iclr_v2_mnist_mlp_N3_W64_S9309,A5,"[""official_git_rebasin"", ""official_c2m3"", ""official_git_rebasin"", ""official_git_rebasin"", ""official_c2m3""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9309,A0,"[""greedy_soup"", ""individual_3"", ""individual_3"", ""individual_3"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9309,A1,"[""greedy_soup"", ""individual_3"", ""individual_3"", ""individual_3"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9309,A2,"[""greedy_soup"", ""individual_3"", ""individual_3"", ""individual_3"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9309,A3,"[""union_gauge_soup"", ""union_gauge_soup"", ""individual_3"", ""individual_3"", ""union_gauge_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9309,A4,"[""greedy_soup"", ""individual_3"", ""individual_3"", ""individual_3"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W32_S9309,A5,"[""union_gauge_soup"", ""union_gauge_soup"", ""individual_3"", ""individual_3"", ""union_gauge_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W64_S9309,A0,"[""greedy_soup"", ""individual_2"", ""greedy_soup"", ""individual_2"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W64_S9309,A1,"[""official_c2m3"", ""individual_2"", ""greedy_soup"", ""individual_2"", ""greedy_soup""]",0.4,3
post_iclr_v2_mnist_mlp_N4_W64_S9309,A2,"[""greedy_soup"", ""individual_2"", ""greedy_soup"", ""individual_2"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W64_S9309,A3,"[""union_gauge_soup"", ""individual_2"", ""union_gauge_soup"", ""union_gauge_soup"", ""union_gauge_soup""]",0.8,2
post_iclr_v2_mnist_mlp_N4_W64_S9309,A4,"[""greedy_soup"", ""individual_2"", ""greedy_soup"", ""individual_2"", ""greedy_soup""]",0.6,2
post_iclr_v2_mnist_mlp_N4_W64_S9309,A5,"[""official_c2m3"", ""individual_2"", ""union_gauge_soup"", ""union_gauge_soup"", ""union_gauge_soup""]",0.6,3
