setting_id,candidate,output_type,parameter_multiplier,active_parameters,stored_checkpoint_bytes,inference_multiplier,branches,same_capacity_single_model,merge_compute_seconds,training_compute_seconds_group,test_inference_seconds,test_samples,peak_process_memory_mb,generation_validation_evals,selector_validation_eval
post_iclr_v2_mnist_mlp_N3_W64_S9301,official_git_rebasin,same_capacity_single_model,1.0,50890,203560,1.0,1,True,2.591230500023812,1.3073325830046088,0.25145033304579556,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,official_c2m3,same_capacity_single_model,1.0,50890,203560,1.0,1,True,2.0385788751300424,1.3073325830046088,0.2343809159938246,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,permutation_gauge_merge,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.08440566714853048,1.3073325830046088,0.24330387520603836,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,positive_monomial_gauge_merge,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0023387919645756483,1.3073325830046088,0.2402387501206249,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,permutation_gauge_soup,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.14540737494826317,1.3073325830046088,0.23989733308553696,10000,445744.0,6,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,monomial_gauge_soup,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.1558407919947058,1.3073325830046088,0.2677611669059843,10000,445744.0,6,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,union_gauge_soup,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.4317764579318464,1.3073325830046088,0.23597895819693804,10000,445744.0,18,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,ordinary_weighted_soup_0,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0007868329994380474,1.3073325830046088,0.2318066251464188,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,ordinary_weighted_soup_1,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0005672499537467957,1.3073325830046088,0.23230904201045632,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,ordinary_weighted_soup_2,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0005598340649157763,1.3073325830046088,0.25286491704173386,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,ordinary_weighted_soup_3,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0005249169189482927,1.3073325830046088,0.24657766707241535,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,ordinary_weighted_soup_4,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0005728329997509718,1.3073325830046088,0.2355062090791762,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,ordinary_weighted_soup_5,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.000563792185857892,1.3073325830046088,0.23308033403009176,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W64_S9301,ordinary_weighted_soup_6,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0005615411791950464,1.3073325830046088,0.2318654579576105,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,individual_0,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0,1.689437417080626,0.2557702080812305,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,individual_1,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0,1.689437417080626,0.24400233291089535,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,individual_2,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0,1.689437417080626,0.23766391701065004,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,individual_3,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0,1.689437417080626,0.25067812483757734,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,weight_average,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0003574581351131201,1.689437417080626,0.25639504194259644,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,greedy_soup,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.18939695809967816,1.689437417080626,0.24327429197728634,10000,445744.0,8,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,official_git_rebasin,same_capacity_single_model,1.0,25450,101800,1.0,1,True,3.8005526249762625,1.689437417080626,0.24418295896612108,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,official_c2m3,same_capacity_single_model,1.0,25450,101800,1.0,1,True,3.682913332944736,1.689437417080626,0.23666691686958075,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,permutation_gauge_merge,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.2921163751743734,1.689437417080626,0.23474604194052517,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,positive_monomial_gauge_merge,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.005714708939194679,1.689437417080626,0.245363499969244,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,permutation_gauge_soup,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.25369104207493365,1.689437417080626,0.23212908301502466,10000,445744.0,8,1
post_iclr_v2_mnist_mlp_N4_W32_S9301,monomial_gauge_soup,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.19302337476983666,1.689437417080626,0.23965608305297792,10000,445744.0,8,1
