setting_id,dataset,architecture,model_count,relation,seed,method,accuracy,loss,ece,merge_degradation,calibration_samples,selector_validation_samples,test_samples,training_examples_per_local_model,training_time_seconds,inference_time_seconds,trainable_parameters,stored_parameters,branch_count,peak_memory_mb,lift_activated,leakage_hash_passed,logits_sha256
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,weight_average,0.877,0.38153350353240967,0.015294846653938324,0.0,500,500,2000,5000,1.1623814180493355,0.023897541919723153,0,50890,1,554.890625,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,strict_synchronization,0.887,0.37009350737317176,0.041705691398007685,-0.010000000000000009,500,500,2000,5000,1.1623814180493355,0.023897541919723153,0,50890,1,554.890625,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,generic_low_rank_correction,0.7175,0.8118141567909983,0.05791748663799415,0.15949999999999998,500,500,2000,5000,1.1623814180493355,0.023897541919723153,110,50890,1,554.890625,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,twistedmerge_hodge_lr,0.887,0.37009350737317176,0.041705691398007685,-0.010000000000000009,500,500,2000,5000,1.1623814180493355,0.023897541919723153,110,50890,1,554.890625,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,ensemble_reference,0.877,0.3880191445350647,0.012423480182886158,0.0,500,500,2000,5000,1.1623814180493355,0.023897541919723153,0,152670,3,554.890625,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,weight_average,0.8845,0.366799920797348,0.011454659596085544,-0.0030000000000000027,500,500,2000,5000,1.1623814180493355,0.029474875889718533,0,50890,1,554.890625,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,strict_synchronization,0.8925,0.35941714395349605,0.03953827797495866,-0.01100000000000001,500,500,2000,5000,1.1623814180493355,0.029474875889718533,0,50890,1,554.890625,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,generic_low_rank_correction,0.7005,0.8222788515520576,0.042482296636018275,0.18099999999999994,500,500,2000,5000,1.1623814180493355,0.029474875889718533,110,50890,1,554.890625,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,twistedmerge_hodge_lr,0.8925,0.35941714395349605,0.03953827797495866,-0.01100000000000001,500,500,2000,5000,1.1623814180493355,0.029474875889718533,110,50890,1,554.890625,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,ensemble_reference,0.8815,0.3696364164352417,0.016050736427307147,0.0,500,500,2000,5000,1.1623814180493355,0.029474875889718533,0,203560,4,554.890625,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,weight_average,0.388,1.6220884323120117,0.04787917818129063,0.5405,500,500,2000,5000,2.4647776240017265,0.07351300097070634,0,9098,1,586.171875,False,True,1212f649b0bdfe29c010c8f387c62747d9c927d45271e083697af45e29c3a57f
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,strict_synchronization,0.924,0.28060346346748066,0.03712437369975807,0.0044999999999999485,500,500,2000,5000,2.4647776240017265,0.07351300097070634,0,9098,1,586.171875,False,True,1212f649b0bdfe29c010c8f387c62747d9c927d45271e083697af45e29c3a57f
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,generic_low_rank_correction,0.7465,0.6865351432357055,0.04555791576700394,0.18199999999999994,500,500,2000,5000,2.4647776240017265,0.07351300097070634,110,9098,1,586.171875,False,True,1212f649b0bdfe29c010c8f387c62747d9c927d45271e083697af45e29c3a57f
