draw,family,cycle_residual
91,edge_shuffle,1.4214595556259155
91,matched_norm_coboundary,4.358759873496804e-16
91,matched_fit_random_gauge,1.2031613560598708
91,graph_topology_shuffle,1.4060894108447115
91,activation_bootstrap,1.1782019138336182
92,edge_shuffle,1.4188048839569092
92,matched_norm_coboundary,5.003482137809112e-16
92,matched_fit_random_gauge,1.176680082461893
92,graph_topology_shuffle,1.360547879703302
92,activation_bootstrap,1.235324501991272
93,edge_shuffle,1.2955248355865479
93,matched_norm_coboundary,6.101097170354273e-16
93,matched_fit_random_gauge,1.1853354452344085
93,graph_topology_shuffle,1.4071911818269351
93,activation_bootstrap,1.008262038230896
94,edge_shuffle,1.3847516775131226
94,matched_norm_coboundary,5.004488001932746e-16
94,matched_fit_random_gauge,1.2079199991318936
94,graph_topology_shuffle,1.4356382921729947
94,activation_bootstrap,1.2207019329071045
95,edge_shuffle,1.4185959100723267
95,matched_norm_coboundary,5.248360954810522e-16
95,matched_fit_random_gauge,1.1997773328800994
95,graph_topology_shuffle,1.3270573627459097
95,activation_bootstrap,1.1124722957611084
96,edge_shuffle,1.4185959100723267
96,matched_norm_coboundary,5.775603442771854e-16
96,matched_fit_random_gauge,1.180133414493443
96,graph_topology_shuffle,1.4070085530214238
96,activation_bootstrap,1.2171517610549927
97,edge_shuffle,1.4185959100723267
97,matched_norm_coboundary,5.39705087542916e-16
97,matched_fit_random_gauge,1.187174817493677
97,graph_topology_shuffle,1.4427441519018973
97,activation_bootstrap,1.2418395280838013
98,edge_shuffle,1.4214595556259155
98,matched_norm_coboundary,4.763711467790873e-16
98,matched_fit_random_gauge,1.1788833711420446
98,graph_topology_shuffle,1.4003403672014774
98,activation_bootstrap,1.2260907888412476
99,edge_shuffle,1.3847516775131226
99,matched_norm_coboundary,5.319871936540229e-16
99,matched_fit_random_gauge,1.1910360021212798
99,graph_topology_shuffle,1.371137280996014
99,activation_bootstrap,1.3924261331558228
100,edge_shuffle,1.4188048839569092
100,matched_norm_coboundary,6.053309899878168e-16
100,matched_fit_random_gauge,1.1926668443531268
100,graph_topology_shuffle,1.3550438047488818
100,activation_bootstrap,1.132675051689148
101,edge_shuffle,1.3847516775131226
101,matched_norm_coboundary,4.840199691926099e-16
101,matched_fit_random_gauge,1.188840381231412
101,graph_topology_shuffle,1.5140567840074166
101,activation_bootstrap,1.1441960334777832
102,edge_shuffle,1.3847516775131226
102,matched_norm_coboundary,5.30204585613193e-16
102,matched_fit_random_gauge,1.218929460309552
102,graph_topology_shuffle,1.434748082068113
102,activation_bootstrap,0.9816784262657166
103,edge_shuffle,1.4214595556259155
103,matched_norm_coboundary,6.862897068726627e-16
103,matched_fit_random_gauge,1.1826768035240938
103,graph_topology_shuffle,1.3758989945920155
103,activation_bootstrap,1.2378371953964233
104,edge_shuffle,1.3847516775131226
104,matched_norm_coboundary,4.992533364506954e-16
104,matched_fit_random_gauge,1.198397998626961
104,graph_topology_shuffle,1.4958623073700181
104,activation_bootstrap,1.3351408243179321
105,edge_shuffle,1.2955248355865479
105,matched_norm_coboundary,6.835158586928307e-16
105,matched_fit_random_gauge,1.2001444232213736
105,graph_topology_shuffle,1.430264388732214
105,activation_bootstrap,1.2331284284591675
106,edge_shuffle,1.4188048839569092
106,matched_norm_coboundary,4.743635644212659e-16
106,matched_fit_random_gauge,1.2129931978619428
106,graph_topology_shuffle,1.4109474578379402
106,activation_bootstrap,1.2813911437988281
107,edge_shuffle,1.4185959100723267
107,matched_norm_coboundary,5.262689759888392e-16
107,matched_fit_random_gauge,1.2168839716509539
107,graph_topology_shuffle,1.4039492393064115
107,activation_bootstrap,1.1515171527862549
108,edge_shuffle,1.3847516775131226
108,matched_norm_coboundary,4.426346028259948e-16
108,matched_fit_random_gauge,1.1710298119404767
108,graph_topology_shuffle,1.3997996684844318
108,activation_bootstrap,1.342664122581482
109,edge_shuffle,1.4188048839569092
109,matched_norm_coboundary,5.414824995480888e-16
109,matched_fit_random_gauge,1.2107414274084276
109,graph_topology_shuffle,1.392108128548631
109,activation_bootstrap,1.3068978786468506
110,edge_shuffle,1.3847516775131226
110,matched_norm_coboundary,5.331725543331174e-16
110,matched_fit_random_gauge,1.229435149193574
110,graph_topology_shuffle,1.3515229772480413
110,activation_bootstrap,1.1397031545639038
111,edge_shuffle,1.4188048839569092
111,matched_norm_coboundary,5.517720637738175e-16
111,matched_fit_random_gauge,1.2351680889610188
111,graph_topology_shuffle,1.460447069728108
111,activation_bootstrap,1.103651762008667
112,edge_shuffle,1.4185959100723267
112,matched_norm_coboundary,5.570861530241786e-16
112,matched_fit_random_gauge,1.1892158894030862
112,graph_topology_shuffle,1.4366863028460104
112,activation_bootstrap,1.37136709690094
113,edge_shuffle,1.4188048839569092
113,matched_norm_coboundary,6.461309100712354e-16
113,matched_fit_random_gauge,1.1790804600069154
113,graph_topology_shuffle,1.3865063404627027
113,activation_bootstrap,1.245419979095459
114,edge_shuffle,1.4214595556259155
114,matched_norm_coboundary,6.113146637161367e-16
114,matched_fit_random_gauge,1.1729939231415576
114,graph_topology_shuffle,1.490763109547207
114,activation_bootstrap,1.2376245260238647
115,edge_shuffle,1.3847516775131226
115,matched_norm_coboundary,5.493569064792913e-16
115,matched_fit_random_gauge,1.1749536962053608
115,graph_topology_shuffle,1.4387897980826374
115,activation_bootstrap,1.0844318866729736
116,edge_shuffle,1.4188048839569092
116,matched_norm_coboundary,4.681044205923168e-16
116,matched_fit_random_gauge,1.1770232535652954
116,graph_topology_shuffle,1.3624453726995984
116,activation_bootstrap,1.0896852016448975
117,edge_shuffle,1.2955248355865479
117,matched_norm_coboundary,5.384034819951236e-16
117,matched_fit_random_gauge,1.2171957302167749
117,graph_topology_shuffle,1.385124097687162
117,activation_bootstrap,1.2433514595031738
118,edge_shuffle,1.4185959100723267
118,matched_norm_coboundary,6.407109410905548e-16
118,matched_fit_random_gauge,1.1885563695742156
118,graph_topology_shuffle,1.3695706944193025
118,activation_bootstrap,1.310431718826294
119,edge_shuffle,1.2955248355865479
119,matched_norm_coboundary,4.8663150654884e-16
119,matched_fit_random_gauge,1.2286606958492907
119,graph_topology_shuffle,1.4000113348072778
119,activation_bootstrap,1.215379238128662
120,edge_shuffle,1.4214595556259155
120,matched_norm_coboundary,5.78879735430198e-16
120,matched_fit_random_gauge,1.2237097248958333
120,graph_topology_shuffle,1.3112099803540864
120,activation_bootstrap,1.2926467657089233
121,edge_shuffle,1.4188048839569092
121,matched_norm_coboundary,4.248320972706175e-16
121,matched_fit_random_gauge,1.1729711394942344
121,graph_topology_shuffle,1.4617348109564483
121,activation_bootstrap,1.1755671501159668
122,edge_shuffle,1.4185959100723267
122,matched_norm_coboundary,4.71491340113988e-16
122,matched_fit_random_gauge,1.168000973787936
122,graph_topology_shuffle,1.3982687745250757
122,activation_bootstrap,1.2170186042785645
123,edge_shuffle,1.41055166721344
123,matched_norm_coboundary,5.092781659750521e-16
123,matched_fit_random_gauge,1.2038490541861537
123,graph_topology_shuffle,1.4228849543260649
123,activation_bootstrap,1.1910284757614136
124,edge_shuffle,1.4214595556259155
124,matched_norm_coboundary,5.891381816760289e-16
124,matched_fit_random_gauge,1.1655077291082407
124,graph_topology_shuffle,1.4169280104595114
124,activation_bootstrap,1.0843968391418457
125,edge_shuffle,1.4214595556259155
125,matched_norm_coboundary,5.38109450875834e-16
125,matched_fit_random_gauge,1.2076601263371096
125,graph_topology_shuffle,1.4175563719449418
125,activation_bootstrap,1.151423454284668
126,edge_shuffle,1.2955248355865479
126,matched_norm_coboundary,7.139754720181432e-16
126,matched_fit_random_gauge,1.1819486061083617
126,graph_topology_shuffle,1.285705595376464
126,activation_bootstrap,1.4003568887710571
127,edge_shuffle,1.4185959100723267
127,matched_norm_coboundary,4.807394245557882e-16
127,matched_fit_random_gauge,1.204099444831189
127,graph_topology_shuffle,1.3221734396028777
127,activation_bootstrap,1.0695186853408813
128,edge_shuffle,1.41055166721344
128,matched_norm_coboundary,5.765596145717519e-16
128,matched_fit_random_gauge,1.216792001892784
128,graph_topology_shuffle,1.41247093865796
128,activation_bootstrap,1.0378141403198242
129,edge_shuffle,1.41055166721344
129,matched_norm_coboundary,4.8110200580150615e-16
129,matched_fit_random_gauge,1.1824984245407542
