seed,method,chart,element_role,examples,task_accuracy,chart_accuracy
34,augmentation_trained_ordinary_chart_classifier,2,unseen,217,0.18433180451393127,0.0
34,augmentation_trained_ordinary_chart_classifier,3,unseen,184,0.22826087474822998,0.0
34,augmentation_trained_ordinary_chart_classifier,4,seen,341,0.7155424952507019,0.5190615653991699
34,augmentation_trained_ordinary_chart_classifier,5,unseen,183,0.5573770403862,0.0
34,augmentation_trained_ordinary_chart_classifier,6,unseen,198,0.3080808222293854,0.0
34,augmentation_trained_ordinary_chart_classifier,7,unseen,218,0.12385321408510208,0.0
34,learned_multiplication_table_model,0,seen,320,0.7250000238418579,0.7437499761581421
34,learned_multiplication_table_model,1,seen,339,0.7227138876914978,0.6991150379180908
34,learned_multiplication_table_model,2,unseen,217,0.7235022783279419,0.7142857313156128
34,learned_multiplication_table_model,3,unseen,184,0.7119565010070801,0.72826087474823
34,learned_multiplication_table_model,4,seen,341,0.7243402004241943,0.7302052974700928
34,learned_multiplication_table_model,5,unseen,183,0.7595628499984741,0.7049180269241333
34,learned_multiplication_table_model,6,unseen,198,0.7575757503509521,0.7676767706871033
34,learned_multiplication_table_model,7,unseen,218,0.7798165082931519,0.6834862232208252
34,d4_equivariant_task_classifier,0,seen,320,0.515625,
34,d4_equivariant_task_classifier,1,seen,339,0.5486725568771362,
34,d4_equivariant_task_classifier,2,unseen,217,0.539170503616333,
34,d4_equivariant_task_classifier,3,unseen,184,0.58152174949646,
34,d4_equivariant_task_classifier,4,seen,341,0.5542522072792053,
34,d4_equivariant_task_classifier,5,unseen,183,0.5846994519233704,
34,d4_equivariant_task_classifier,6,unseen,198,0.5505050420761108,
34,d4_equivariant_task_classifier,7,unseen,218,0.5458715558052063,
34,structured_hard_retransport,0,seen,320,0.737500011920929,0.7718750238418579
34,structured_hard_retransport,1,seen,339,0.719763994216919,0.7256637215614319
34,structured_hard_retransport,2,unseen,217,0.7327188849449158,0.7373272180557251
34,structured_hard_retransport,3,unseen,184,0.717391312122345,0.7445651888847351
34,structured_hard_retransport,4,seen,341,0.7067448496818542,0.7243402004241943
34,structured_hard_retransport,5,unseen,183,0.7595628499984741,0.7540983557701111
34,structured_hard_retransport,6,unseen,198,0.752525269985199,0.7222222089767456
34,structured_hard_retransport,7,unseen,218,0.7660550475120544,0.6972476840019226
34,structured_soft_retransport,0,seen,320,0.731249988079071,0.7718750238418579
34,structured_soft_retransport,1,seen,339,0.7168141603469849,0.7256637215614319
34,structured_soft_retransport,2,unseen,217,0.7419354915618896,0.7373272180557251
34,structured_soft_retransport,3,unseen,184,0.717391312122345,0.7445651888847351
34,structured_soft_retransport,4,seen,341,0.7067448496818542,0.7243402004241943
34,structured_soft_retransport,5,unseen,183,0.7759562730789185,0.7540983557701111
34,structured_soft_retransport,6,unseen,198,0.7626262903213501,0.7222222089767456
34,structured_soft_retransport,7,unseen,218,0.7706422209739685,0.6972476840019226
34,d4_test_time_augmentation,0,seen,320,0.21250000596046448,
34,d4_test_time_augmentation,1,seen,339,0.25368732213974,
34,d4_test_time_augmentation,2,unseen,217,0.26728111505508423,
34,d4_test_time_augmentation,3,unseen,184,0.20108695328235626,
34,d4_test_time_augmentation,4,seen,341,0.22287389636039734,
34,d4_test_time_augmentation,5,unseen,183,0.23497267067432404,
34,d4_test_time_augmentation,6,unseen,198,0.29797980189323425,
34,d4_test_time_augmentation,7,unseen,218,0.23394495248794556,
34,supplied_chart_oracle,0,seen,320,0.784375011920929,1.0
34,supplied_chart_oracle,1,seen,339,0.74631267786026,1.0
34,supplied_chart_oracle,2,unseen,217,0.774193525314331,1.0
34,supplied_chart_oracle,3,unseen,184,0.7771739363670349,1.0
34,supplied_chart_oracle,4,seen,341,0.7888563275337219,1.0
34,supplied_chart_oracle,5,unseen,183,0.7978141903877258,1.0
34,supplied_chart_oracle,6,unseen,198,0.7979797720909119,1.0
34,supplied_chart_oracle,7,unseen,218,0.8394495248794556,1.0
34,random_action_control,0,seen,320,0.28437501192092896,0.140625
34,random_action_control,1,seen,339,0.2743362784385681,0.13569322228431702
34,random_action_control,2,unseen,217,0.2626728117465973,0.11981566995382309
34,random_action_control,3,unseen,184,0.2445652186870575,0.14673912525177002
34,random_action_control,4,seen,341,0.2697947323322296,0.15835776925086975
34,random_action_control,5,unseen,183,0.22404371201992035,0.13114753365516663
34,random_action_control,6,unseen,198,0.2222222238779068,0.09595959633588791
34,random_action_control,7,unseen,218,0.2431192696094513,0.08256880939006805
34,wrong_action_control,0,seen,320,0.08124999701976776,0.00937500037252903
34,wrong_action_control,1,seen,339,0.07079645991325378,0.014749262481927872
34,wrong_action_control,2,unseen,217,0.0552995391190052,0.009216589853167534
34,wrong_action_control,3,unseen,184,0.14673912525177002,0.027173912152647972
34,wrong_action_control,4,seen,341,0.06451612710952759,0.043988268822431564
34,wrong_action_control,5,unseen,183,0.032786883413791656,0.005464480724185705
34,wrong_action_control,6,unseen,198,0.03030303120613098,0.005050505045801401
34,wrong_action_control,7,unseen,218,0.06422018259763718,0.027522936463356018
35,d4_equivariant_chart_classifier,0,seen,335,0.6477611660957336,0.7223880887031555
35,d4_equivariant_chart_classifier,1,seen,321,0.6573208570480347,0.7476635575294495
35,d4_equivariant_chart_classifier,2,unseen,190,0.7210526466369629,0.7736842036247253
35,d4_equivariant_chart_classifier,3,unseen,199,0.6331658363342285,0.7085427045822144
35,d4_equivariant_chart_classifier,4,seen,344,0.6686046719551086,0.7470930218696594
35,d4_equivariant_chart_classifier,5,unseen,205,0.6682927012443542,0.7219512462615967
35,d4_equivariant_chart_classifier,6,unseen,206,0.6407766938209534,0.6941747665405273
35,d4_equivariant_chart_classifier,7,unseen,200,0.6549999713897705,0.7250000238418579
35,capacity_matched_ordinary_chart_classifier,0,seen,335,0.6985074877738953,0.6895522475242615
35,capacity_matched_ordinary_chart_classifier,1,seen,321,0.6230529546737671,0.8753893971443176
35,capacity_matched_ordinary_chart_classifier,2,unseen,190,0.17894737422466278,0.0
35,capacity_matched_ordinary_chart_classifier,3,unseen,199,0.15075376629829407,0.0
35,capacity_matched_ordinary_chart_classifier,4,seen,344,0.6918604373931885,0.7848837375640869
35,capacity_matched_ordinary_chart_classifier,5,unseen,205,0.4146341383457184,0.0
35,capacity_matched_ordinary_chart_classifier,6,unseen,206,0.16990290582180023,0.0
35,capacity_matched_ordinary_chart_classifier,7,unseen,200,0.13500000536441803,0.0
35,augmentation_trained_ordinary_chart_classifier,0,seen,335,0.6716417670249939,0.6000000238418579
35,augmentation_trained_ordinary_chart_classifier,1,seen,321,0.6604361534118652,0.9532710313796997
35,augmentation_trained_ordinary_chart_classifier,2,unseen,190,0.13684210181236267,0.0
35,augmentation_trained_ordinary_chart_classifier,3,unseen,199,0.1909547746181488,0.0
35,augmentation_trained_ordinary_chart_classifier,4,seen,344,0.694767415523529,0.7180232405662537
35,augmentation_trained_ordinary_chart_classifier,5,unseen,205,0.497560977935791,0.0
35,augmentation_trained_ordinary_chart_classifier,6,unseen,206,0.16990290582180023,0.0
35,augmentation_trained_ordinary_chart_classifier,7,unseen,200,0.1550000011920929,0.0
35,learned_multiplication_table_model,0,seen,335,0.6537313461303711,0.7223880887031555
35,learned_multiplication_table_model,1,seen,321,0.6386292576789856,0.7414330244064331
35,learned_multiplication_table_model,2,unseen,190,0.6947368383407593,0.7842105031013489
35,learned_multiplication_table_model,3,unseen,199,0.6532663106918335,0.6834170818328857
35,learned_multiplication_table_model,4,seen,344,0.6686046719551086,0.7325581312179565
35,learned_multiplication_table_model,5,unseen,205,0.6439024209976196,0.6975609660148621
35,learned_multiplication_table_model,6,unseen,206,0.6601941585540771,0.7184466123580933
35,learned_multiplication_table_model,7,unseen,200,0.6449999809265137,0.7300000190734863
35,d4_equivariant_task_classifier,0,seen,335,0.641791045665741,
35,d4_equivariant_task_classifier,1,seen,321,0.6074766516685486,
35,d4_equivariant_task_classifier,2,unseen,190,0.678947389125824,
35,d4_equivariant_task_classifier,3,unseen,199,0.6683416962623596,
35,d4_equivariant_task_classifier,4,seen,344,0.6424418687820435,
35,d4_equivariant_task_classifier,5,unseen,205,0.5951219797134399,
35,d4_equivariant_task_classifier,6,unseen,206,0.6116504669189453,
35,d4_equivariant_task_classifier,7,unseen,200,0.6200000047683716,
35,structured_hard_retransport,0,seen,335,0.6626865863800049,0.7223880887031555
35,structured_hard_retransport,1,seen,321,0.644859790802002,0.7476635575294495
35,structured_hard_retransport,2,unseen,190,0.7263157963752747,0.7736842036247253
35,structured_hard_retransport,3,unseen,199,0.6331658363342285,0.7085427045822144
35,structured_hard_retransport,4,seen,344,0.6656976938247681,0.7470930218696594
35,structured_hard_retransport,5,unseen,205,0.6682927012443542,0.7219512462615967
35,structured_hard_retransport,6,unseen,206,0.6456310749053955,0.6941747665405273
35,structured_hard_retransport,7,unseen,200,0.6449999809265137,0.7250000238418579
35,structured_soft_retransport,0,seen,335,0.6477611660957336,0.7223880887031555
35,structured_soft_retransport,1,seen,321,0.6573208570480347,0.7476635575294495
35,structured_soft_retransport,2,unseen,190,0.7210526466369629,0.7736842036247253
35,structured_soft_retransport,3,unseen,199,0.6331658363342285,0.7085427045822144
35,structured_soft_retransport,4,seen,344,0.6686046719551086,0.7470930218696594
35,structured_soft_retransport,5,unseen,205,0.6682927012443542,0.7219512462615967
35,structured_soft_retransport,6,unseen,206,0.6407766938209534,0.6941747665405273
35,structured_soft_retransport,7,unseen,200,0.6549999713897705,0.7250000238418579
35,d4_test_time_augmentation,0,seen,335,0.17910447716712952,
35,d4_test_time_augmentation,1,seen,321,0.1838006228208542,
35,d4_test_time_augmentation,2,unseen,190,0.25789472460746765,
35,d4_test_time_augmentation,3,unseen,199,0.23115578293800354,
35,d4_test_time_augmentation,4,seen,344,0.22674418985843658,
35,d4_test_time_augmentation,5,unseen,205,0.19512194395065308,
35,d4_test_time_augmentation,6,unseen,206,0.16990290582180023,
35,d4_test_time_augmentation,7,unseen,200,0.2199999988079071,
35,supplied_chart_oracle,0,seen,335,0.7044776082038879,1.0
35,supplied_chart_oracle,1,seen,321,0.6978192925453186,1.0
35,supplied_chart_oracle,2,unseen,190,0.7368420958518982,1.0
35,supplied_chart_oracle,3,unseen,199,0.6733668446540833,1.0
35,supplied_chart_oracle,4,seen,344,0.7267441749572754,1.0
35,supplied_chart_oracle,5,unseen,205,0.707317054271698,1.0
35,supplied_chart_oracle,6,unseen,206,0.7281553149223328,1.0
35,supplied_chart_oracle,7,unseen,200,0.6850000023841858,1.0
35,random_action_control,0,seen,335,0.2149253785610199,0.11940298229455948
35,random_action_control,1,seen,321,0.20872274041175842,0.11214952915906906
35,random_action_control,2,unseen,190,0.2684210538864136,0.12105263024568558
35,random_action_control,3,unseen,199,0.24120603501796722,0.12562814354896545
35,random_action_control,4,seen,344,0.2616279125213623,0.125
35,random_action_control,5,unseen,205,0.2780487835407257,0.16585366427898407
35,random_action_control,6,unseen,206,0.25242719054222107,0.14077669382095337
35,random_action_control,7,unseen,200,0.2750000059604645,0.11999999731779099
35,wrong_action_control,0,seen,335,0.05970149114727974,0.0
35,wrong_action_control,1,seen,321,0.07476635277271271,0.009345794096589088
35,wrong_action_control,2,unseen,190,0.05263157933950424,0.0
35,wrong_action_control,3,unseen,199,0.13567839562892914,0.02010050229728222
35,wrong_action_control,4,seen,344,0.07267441600561142,0.023255813866853714
35,wrong_action_control,5,unseen,205,0.04878048598766327,0.004878048785030842
35,wrong_action_control,6,unseen,206,0.08252426981925964,0.0
35,wrong_action_control,7,unseen,200,0.0949999988079071,0.014999999664723873
36,d4_equivariant_chart_classifier,0,seen,337,0.6587536931037903,0.715133547782898
36,d4_equivariant_chart_classifier,1,seen,317,0.6403785347938538,0.6971608996391296
36,d4_equivariant_chart_classifier,2,unseen,186,0.698924720287323,0.6774193644523621
36,d4_equivariant_chart_classifier,3,unseen,179,0.6703910827636719,0.6815642714500427
36,d4_equivariant_chart_classifier,4,seen,346,0.6647399067878723,0.7196531891822815
36,d4_equivariant_chart_classifier,5,unseen,201,0.6567164063453674,0.676616907119751
36,d4_equivariant_chart_classifier,6,unseen,227,0.7180616855621338,0.7621145248413086
36,d4_equivariant_chart_classifier,7,unseen,207,0.6714975833892822,0.748792290687561
36,capacity_matched_ordinary_chart_classifier,0,seen,337,0.715133547782898,0.7744807004928589
36,capacity_matched_ordinary_chart_classifier,1,seen,317,0.6466876864433289,0.8895899057388306
36,capacity_matched_ordinary_chart_classifier,2,unseen,186,0.1666666716337204,0.0
36,capacity_matched_ordinary_chart_classifier,3,unseen,179,0.16201117634773254,0.0
36,capacity_matched_ordinary_chart_classifier,4,seen,346,0.7109826803207397,0.7023121118545532
36,capacity_matched_ordinary_chart_classifier,5,unseen,201,0.38805970549583435,0.0
36,capacity_matched_ordinary_chart_classifier,6,unseen,227,0.28634360432624817,0.0
36,capacity_matched_ordinary_chart_classifier,7,unseen,207,0.12560386955738068,0.0
36,augmentation_trained_ordinary_chart_classifier,0,seen,337,0.6913946866989136,0.42729970812797546
36,augmentation_trained_ordinary_chart_classifier,1,seen,317,0.6687697172164917,0.9116719365119934
36,augmentation_trained_ordinary_chart_classifier,2,unseen,186,0.15591397881507874,0.0
36,augmentation_trained_ordinary_chart_classifier,3,unseen,179,0.15642458200454712,0.0
36,augmentation_trained_ordinary_chart_classifier,4,seen,346,0.7023121118545532,0.8786126971244812
36,augmentation_trained_ordinary_chart_classifier,5,unseen,201,0.4527363181114197,0.0
36,augmentation_trained_ordinary_chart_classifier,6,unseen,227,0.2687224745750427,0.0
36,augmentation_trained_ordinary_chart_classifier,7,unseen,207,0.12560386955738068,0.0
36,learned_multiplication_table_model,0,seen,337,0.6617210507392883,0.7270029783248901
36,learned_multiplication_table_model,1,seen,317,0.6561514139175415,0.7066246271133423
36,learned_multiplication_table_model,2,unseen,186,0.725806474685669,0.6774193644523621
36,learned_multiplication_table_model,3,unseen,179,0.7094972133636475,0.748603343963623
36,learned_multiplication_table_model,4,seen,346,0.6820809245109558,0.7572254538536072
36,learned_multiplication_table_model,5,unseen,201,0.6965174078941345,0.6965174078941345
36,learned_multiplication_table_model,6,unseen,227,0.7312775254249573,0.7753304243087769
36,learned_multiplication_table_model,7,unseen,207,0.6859903335571289,0.739130437374115
36,d4_equivariant_task_classifier,0,seen,337,0.6201780438423157,
36,d4_equivariant_task_classifier,1,seen,317,0.624605655670166,
36,d4_equivariant_task_classifier,2,unseen,186,0.6451612710952759,
36,d4_equivariant_task_classifier,3,unseen,179,0.6927374005317688,
36,d4_equivariant_task_classifier,4,seen,346,0.6589595079421997,
36,d4_equivariant_task_classifier,5,unseen,201,0.676616907119751,
36,d4_equivariant_task_classifier,6,unseen,227,0.6607929468154907,
36,d4_equivariant_task_classifier,7,unseen,207,0.695652186870575,
36,structured_hard_retransport,0,seen,337,0.6765578389167786,0.715133547782898
36,structured_hard_retransport,1,seen,317,0.6403785347938538,0.6971608996391296
36,structured_hard_retransport,2,unseen,186,0.6827957034111023,0.6774193644523621
36,structured_hard_retransport,3,unseen,179,0.6648044586181641,0.6815642714500427
36,structured_hard_retransport,4,seen,346,0.6849710941314697,0.7196531891822815
36,structured_hard_retransport,5,unseen,201,0.6965174078941345,0.676616907119751
36,structured_hard_retransport,6,unseen,227,0.7180616855621338,0.7621145248413086
36,structured_hard_retransport,7,unseen,207,0.6714975833892822,0.748792290687561
36,structured_soft_retransport,0,seen,337,0.6587536931037903,0.715133547782898
36,structured_soft_retransport,1,seen,317,0.6403785347938538,0.6971608996391296
36,structured_soft_retransport,2,unseen,186,0.698924720287323,0.6774193644523621
36,structured_soft_retransport,3,unseen,179,0.6703910827636719,0.6815642714500427
36,structured_soft_retransport,4,seen,346,0.6647399067878723,0.7196531891822815
36,structured_soft_retransport,5,unseen,201,0.6567164063453674,0.676616907119751
36,structured_soft_retransport,6,unseen,227,0.7180616855621338,0.7621145248413086
36,structured_soft_retransport,7,unseen,207,0.6714975833892822,0.748792290687561
36,d4_test_time_augmentation,0,seen,337,0.30563798546791077,
36,d4_test_time_augmentation,1,seen,317,0.25867506861686707,
36,d4_test_time_augmentation,2,unseen,186,0.2526881694793701,
36,d4_test_time_augmentation,3,unseen,179,0.31284916400909424,
36,d4_test_time_augmentation,4,seen,346,0.3150289058685303,
36,d4_test_time_augmentation,5,unseen,201,0.26865673065185547,
36,d4_test_time_augmentation,6,unseen,227,0.2951541841030121,
36,d4_test_time_augmentation,7,unseen,207,0.27053138613700867,
36,supplied_chart_oracle,0,seen,337,0.7388724088668823,1.0
36,supplied_chart_oracle,1,seen,317,0.7444794774055481,1.0
36,supplied_chart_oracle,2,unseen,186,0.7795698642730713,1.0
36,supplied_chart_oracle,3,unseen,179,0.7765362858772278,1.0
36,supplied_chart_oracle,4,seen,346,0.7543352842330933,1.0
36,supplied_chart_oracle,5,unseen,201,0.7562189102172852,1.0
36,supplied_chart_oracle,6,unseen,227,0.757709264755249,1.0
36,supplied_chart_oracle,7,unseen,207,0.7439613342285156,1.0
36,random_action_control,0,seen,337,0.22848664224147797,0.115726999938488
36,random_action_control,1,seen,317,0.23974762856960297,0.09463722258806229
36,random_action_control,2,unseen,186,0.25806450843811035,0.11290322244167328
36,random_action_control,3,unseen,179,0.23463687300682068,0.1284916251897812
36,random_action_control,4,seen,346,0.2543352544307709,0.13583815097808838
36,random_action_control,5,unseen,201,0.24378108978271484,0.09452736377716064
36,random_action_control,6,unseen,227,0.2599118947982788,0.1189427301287651
36,random_action_control,7,unseen,207,0.20772947371006012,0.10144927352666855
36,wrong_action_control,0,seen,337,0.09495548903942108,0.008902077563107014
36,wrong_action_control,1,seen,317,0.06624605506658554,0.025236593559384346
36,wrong_action_control,2,unseen,186,0.08602150529623032,0.032258063554763794
36,wrong_action_control,3,unseen,179,0.1340782195329666,0.022346368059515953
36,wrong_action_control,4,seen,346,0.09248554706573486,0.049132946878671646
36,wrong_action_control,5,unseen,201,0.06965173780918121,0.02985074557363987
36,wrong_action_control,6,unseen,227,0.026431718841195107,0.0
36,wrong_action_control,7,unseen,207,0.12560386955738068,0.019323671236634254
37,d4_equivariant_chart_classifier,0,seen,349,0.7793696522712708,0.7020057439804077
37,d4_equivariant_chart_classifier,1,seen,339,0.728613555431366,0.7433628439903259
37,d4_equivariant_chart_classifier,2,unseen,187,0.7219251394271851,0.7647058963775635
37,d4_equivariant_chart_classifier,3,unseen,203,0.7290640473365784,0.6896551847457886
37,d4_equivariant_chart_classifier,4,seen,312,0.6987179517745972,0.7275640964508057
37,d4_equivariant_chart_classifier,5,unseen,217,0.7511520981788635,0.7235022783279419
37,d4_equivariant_chart_classifier,6,unseen,208,0.7307692170143127,0.7740384340286255
37,d4_equivariant_chart_classifier,7,unseen,185,0.7675675749778748,0.7135134935379028
37,capacity_matched_ordinary_chart_classifier,0,seen,349,0.813753604888916,0.6504297852516174
37,capacity_matched_ordinary_chart_classifier,1,seen,339,0.6784660816192627,0.8849557638168335
37,capacity_matched_ordinary_chart_classifier,2,unseen,187,0.25668448209762573,0.0
37,capacity_matched_ordinary_chart_classifier,3,unseen,203,0.15763546526432037,0.0
37,capacity_matched_ordinary_chart_classifier,4,seen,312,0.7147436141967773,0.8461538553237915
37,capacity_matched_ordinary_chart_classifier,5,unseen,217,0.4055299460887909,0.0
37,capacity_matched_ordinary_chart_classifier,6,unseen,208,0.26442307233810425,0.0
37,capacity_matched_ordinary_chart_classifier,7,unseen,185,0.12432432174682617,0.0
37,augmentation_trained_ordinary_chart_classifier,0,seen,349,0.8051576018333435,0.469914048910141
37,augmentation_trained_ordinary_chart_classifier,1,seen,339,0.737463116645813,0.9469026327133179
37,augmentation_trained_ordinary_chart_classifier,2,unseen,187,0.22994652390480042,0.0
37,augmentation_trained_ordinary_chart_classifier,3,unseen,203,0.19704432785511017,0.0
37,augmentation_trained_ordinary_chart_classifier,4,seen,312,0.7051281929016113,0.9070512652397156
37,augmentation_trained_ordinary_chart_classifier,5,unseen,217,0.5115207433700562,0.0
37,augmentation_trained_ordinary_chart_classifier,6,unseen,208,0.25,0.0
37,augmentation_trained_ordinary_chart_classifier,7,unseen,185,0.1621621549129486,0.0
37,learned_multiplication_table_model,0,seen,349,0.7707736492156982,0.7277936935424805
37,learned_multiplication_table_model,1,seen,339,0.737463116645813,0.7256637215614319
37,learned_multiplication_table_model,2,unseen,187,0.7272727489471436,0.7272727489471436
37,learned_multiplication_table_model,3,unseen,203,0.7192118167877197,0.6847290396690369
37,learned_multiplication_table_model,4,seen,312,0.6858974099159241,0.7371794581413269
37,learned_multiplication_table_model,5,unseen,217,0.7557603716850281,0.7281106114387512
37,learned_multiplication_table_model,6,unseen,208,0.7403846383094788,0.754807710647583
37,learned_multiplication_table_model,7,unseen,185,0.7567567825317383,0.7027027010917664
37,d4_equivariant_task_classifier,0,seen,349,0.6819484233856201,
37,d4_equivariant_task_classifier,1,seen,339,0.6843658089637756,
37,d4_equivariant_task_classifier,2,unseen,187,0.6577540040016174,
37,d4_equivariant_task_classifier,3,unseen,203,0.6798029541969299,
37,d4_equivariant_task_classifier,4,seen,312,0.6121794581413269,
37,d4_equivariant_task_classifier,5,unseen,217,0.6313363909721375,
37,d4_equivariant_task_classifier,6,unseen,208,0.682692289352417,
37,d4_equivariant_task_classifier,7,unseen,185,0.6756756901741028,
37,structured_hard_retransport,0,seen,349,0.7679083347320557,0.7020057439804077
37,structured_hard_retransport,1,seen,339,0.7345132827758789,0.7433628439903259
37,structured_hard_retransport,2,unseen,187,0.7272727489471436,0.7647058963775635
37,structured_hard_retransport,3,unseen,203,0.7044335007667542,0.6896551847457886
37,structured_hard_retransport,4,seen,312,0.7019230723381042,0.7275640964508057
37,structured_hard_retransport,5,unseen,217,0.7419354915618896,0.7235022783279419
37,structured_hard_retransport,6,unseen,208,0.7355769276618958,0.7740384340286255
37,structured_hard_retransport,7,unseen,185,0.7729730010032654,0.7135134935379028
37,structured_soft_retransport,0,seen,349,0.7793696522712708,0.7020057439804077
37,structured_soft_retransport,1,seen,339,0.728613555431366,0.7433628439903259
37,structured_soft_retransport,2,unseen,187,0.7219251394271851,0.7647058963775635
37,structured_soft_retransport,3,unseen,203,0.7290640473365784,0.6896551847457886
37,structured_soft_retransport,4,seen,312,0.6987179517745972,0.7275640964508057
37,structured_soft_retransport,5,unseen,217,0.7511520981788635,0.7235022783279419
37,structured_soft_retransport,6,unseen,208,0.7307692170143127,0.7740384340286255
37,structured_soft_retransport,7,unseen,185,0.7675675749778748,0.7135134935379028
37,d4_test_time_augmentation,0,seen,349,0.1833810955286026,
37,d4_test_time_augmentation,1,seen,339,0.19764012098312378,
37,d4_test_time_augmentation,2,unseen,187,0.1925133615732193,
37,d4_test_time_augmentation,3,unseen,203,0.21674877405166626,
37,d4_test_time_augmentation,4,seen,312,0.1666666716337204,
37,d4_test_time_augmentation,5,unseen,217,0.20737327635288239,
37,d4_test_time_augmentation,6,unseen,208,0.19230769574642181,
37,d4_test_time_augmentation,7,unseen,185,0.1459459513425827,
37,supplied_chart_oracle,0,seen,349,0.8338108658790588,1.0
37,supplied_chart_oracle,1,seen,339,0.7846607565879822,1.0
37,supplied_chart_oracle,2,unseen,187,0.7754010558128357,1.0
37,supplied_chart_oracle,3,unseen,203,0.7783251404762268,1.0
37,supplied_chart_oracle,4,seen,312,0.7532051205635071,1.0
37,supplied_chart_oracle,5,unseen,217,0.7972350120544434,1.0
37,supplied_chart_oracle,6,unseen,208,0.7980769276618958,1.0
37,supplied_chart_oracle,7,unseen,185,0.8054053783416748,1.0
37,random_action_control,0,seen,349,0.24641834199428558,0.10601719468832016
37,random_action_control,1,seen,339,0.28318583965301514,0.12094395607709885
37,random_action_control,2,unseen,187,0.27807486057281494,0.13903743028640747
37,random_action_control,3,unseen,203,0.2857142984867096,0.11822660267353058
37,random_action_control,4,seen,312,0.27243590354919434,0.13461539149284363
37,random_action_control,5,unseen,217,0.2764976918697357,0.13824884593486786
37,random_action_control,6,unseen,208,0.30288460850715637,0.13461539149284363
37,random_action_control,7,unseen,185,0.23783783614635468,0.13513512909412384
37,wrong_action_control,0,seen,349,0.09455587714910507,0.014326647855341434
37,wrong_action_control,1,seen,339,0.08259586989879608,0.011799409985542297
37,wrong_action_control,2,unseen,187,0.10695187002420425,0.010695187374949455
37,wrong_action_control,3,unseen,203,0.13793103396892548,0.014778325334191322
37,wrong_action_control,4,seen,312,0.05128205195069313,0.009615384973585606
37,wrong_action_control,5,unseen,217,0.07373271882534027,0.004608294926583767
37,wrong_action_control,6,unseen,208,0.06730769574642181,0.024038461968302727
37,wrong_action_control,7,unseen,185,0.07567567378282547,0.0054054055362939835
38,d4_equivariant_chart_classifier,0,seen,328,0.7560975551605225,0.7012194991111755
38,d4_equivariant_chart_classifier,1,seen,356,0.7247191071510315,0.7359550595283508
38,d4_equivariant_chart_classifier,2,unseen,178,0.7921348214149475,0.7191011309623718
38,d4_equivariant_chart_classifier,3,unseen,191,0.7382199168205261,0.7382199168205261
38,d4_equivariant_chart_classifier,4,seen,316,0.7341772317886353,0.7151898741722107
38,d4_equivariant_chart_classifier,5,unseen,200,0.7549999952316284,0.7049999833106995
38,d4_equivariant_chart_classifier,6,unseen,214,0.677570104598999,0.663551390171051
38,d4_equivariant_chart_classifier,7,unseen,217,0.7419354915618896,0.7557603716850281
38,capacity_matched_ordinary_chart_classifier,0,seen,328,0.792682945728302,0.707317054271698
38,capacity_matched_ordinary_chart_classifier,1,seen,356,0.7078651785850525,0.9129213690757751
38,capacity_matched_ordinary_chart_classifier,2,unseen,178,0.18539325892925262,0.0
38,capacity_matched_ordinary_chart_classifier,3,unseen,191,0.15706805884838104,0.0
38,capacity_matched_ordinary_chart_classifier,4,seen,316,0.7721518874168396,0.7658227682113647
38,capacity_matched_ordinary_chart_classifier,5,unseen,200,0.47999998927116394,0.0
38,capacity_matched_ordinary_chart_classifier,6,unseen,214,0.26635512709617615,0.0
38,capacity_matched_ordinary_chart_classifier,7,unseen,217,0.13824884593486786,0.0
38,augmentation_trained_ordinary_chart_classifier,0,seen,328,0.7713414430618286,0.7469512224197388
38,augmentation_trained_ordinary_chart_classifier,1,seen,356,0.733146071434021,0.9606741666793823
38,augmentation_trained_ordinary_chart_classifier,2,unseen,178,0.15168538689613342,0.0
38,augmentation_trained_ordinary_chart_classifier,3,unseen,191,0.1518324613571167,0.0
38,augmentation_trained_ordinary_chart_classifier,4,seen,316,0.75,0.6265822649002075
38,augmentation_trained_ordinary_chart_classifier,5,unseen,200,0.5799999833106995,0.0
38,augmentation_trained_ordinary_chart_classifier,6,unseen,214,0.26635512709617615,0.0
38,augmentation_trained_ordinary_chart_classifier,7,unseen,217,0.16129031777381897,0.0
38,learned_multiplication_table_model,0,seen,328,0.7469512224197388,0.7286585569381714
38,learned_multiplication_table_model,1,seen,356,0.7134831547737122,0.7443820238113403
38,learned_multiplication_table_model,2,unseen,178,0.7865168452262878,0.6741573214530945
38,learned_multiplication_table_model,3,unseen,191,0.7329843044281006,0.7486910820007324
38,learned_multiplication_table_model,4,seen,316,0.7215189933776855,0.7183544039726257
38,learned_multiplication_table_model,5,unseen,200,0.7699999809265137,0.699999988079071
38,learned_multiplication_table_model,6,unseen,214,0.6822429895401001,0.6915887594223022
38,learned_multiplication_table_model,7,unseen,217,0.7235022783279419,0.7419354915618896
38,d4_equivariant_task_classifier,0,seen,328,0.6341463327407837,
38,d4_equivariant_task_classifier,1,seen,356,0.6292135119438171,
38,d4_equivariant_task_classifier,2,unseen,178,0.6797752976417542,
38,d4_equivariant_task_classifier,3,unseen,191,0.5968586206436157,
38,d4_equivariant_task_classifier,4,seen,316,0.6297468543052673,
38,d4_equivariant_task_classifier,5,unseen,200,0.675000011920929,
38,d4_equivariant_task_classifier,6,unseen,214,0.6261682510375977,
