null_id,null_family,width,inferred_group_order,H2_size,coefficient_group,accepted_class_count,false_nontrivial_class_rate,false_lift_rate,false_period_index_rate,diagnostic_only,notes
random_generated_permutation_subgroups_0,random_generated_permutation_subgroups,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_16,noncentral_holonomy_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_17,noncentral_holonomy_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_18,noncentral_holonomy_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_19,noncentral_holonomy_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_20,noncentral_holonomy_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_21,noncentral_holonomy_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_22,noncentral_holonomy_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_23,noncentral_holonomy_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_24,noncentral_holonomy_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_25,noncentral_holonomy_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_26,noncentral_holonomy_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_27,noncentral_holonomy_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_28,noncentral_holonomy_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_29,noncentral_holonomy_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_30,noncentral_holonomy_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_31,noncentral_holonomy_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_32,noncentral_holonomy_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_33,noncentral_holonomy_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_34,noncentral_holonomy_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_35,noncentral_holonomy_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_36,noncentral_holonomy_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_37,noncentral_holonomy_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_38,noncentral_holonomy_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
noncentral_holonomy_controls_39,noncentral_holonomy_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_0,fake_scalar_finite_order_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_1,fake_scalar_finite_order_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_2,fake_scalar_finite_order_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_3,fake_scalar_finite_order_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_4,fake_scalar_finite_order_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_5,fake_scalar_finite_order_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_6,fake_scalar_finite_order_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_7,fake_scalar_finite_order_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_8,fake_scalar_finite_order_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_9,fake_scalar_finite_order_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_10,fake_scalar_finite_order_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_11,fake_scalar_finite_order_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_12,fake_scalar_finite_order_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_13,fake_scalar_finite_order_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_14,fake_scalar_finite_order_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_15,fake_scalar_finite_order_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_16,fake_scalar_finite_order_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_17,fake_scalar_finite_order_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_18,fake_scalar_finite_order_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_19,fake_scalar_finite_order_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_20,fake_scalar_finite_order_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_21,fake_scalar_finite_order_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_22,fake_scalar_finite_order_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_23,fake_scalar_finite_order_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_24,fake_scalar_finite_order_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_25,fake_scalar_finite_order_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_26,fake_scalar_finite_order_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_27,fake_scalar_finite_order_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_28,fake_scalar_finite_order_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_29,fake_scalar_finite_order_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_30,fake_scalar_finite_order_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_31,fake_scalar_finite_order_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_32,fake_scalar_finite_order_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_33,fake_scalar_finite_order_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_34,fake_scalar_finite_order_controls,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_35,fake_scalar_finite_order_controls,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_36,fake_scalar_finite_order_controls,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_37,fake_scalar_finite_order_controls,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_38,fake_scalar_finite_order_controls,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
fake_scalar_finite_order_controls_39,fake_scalar_finite_order_controls,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_0,random_class_assignment,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_1,random_class_assignment,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_2,random_class_assignment,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_3,random_class_assignment,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_4,random_class_assignment,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_5,random_class_assignment,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_6,random_class_assignment,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_7,random_class_assignment,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_8,random_class_assignment,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_9,random_class_assignment,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_10,random_class_assignment,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_11,random_class_assignment,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_12,random_class_assignment,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_13,random_class_assignment,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_14,random_class_assignment,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_15,random_class_assignment,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_16,random_class_assignment,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_17,random_class_assignment,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_18,random_class_assignment,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_19,random_class_assignment,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_20,random_class_assignment,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_21,random_class_assignment,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_22,random_class_assignment,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_23,random_class_assignment,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_24,random_class_assignment,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_25,random_class_assignment,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_26,random_class_assignment,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_27,random_class_assignment,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_28,random_class_assignment,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_29,random_class_assignment,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_30,random_class_assignment,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_31,random_class_assignment,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_32,random_class_assignment,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_33,random_class_assignment,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_34,random_class_assignment,64,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_35,random_class_assignment,128,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_36,random_class_assignment,64,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_37,random_class_assignment,128,3,1.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_38,random_class_assignment,64,4,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
random_class_assignment_39,random_class_assignment,128,2,2.0,Z/2Z,0,0.0,0.0,0.0,True,strict group-cohomology null control; no lift activation
