setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,method,test_accuracy,test_loss,val_accuracy,val_loss,candidate_method,selector_method,selected_candidate_method,selected_primary_lift,selected_lift,selected_q_order,selected_depth,selected_prime_axis,selected_by_validation,control_gate_passed,selector_no_test_leakage,selector_epsilon,selector_epsilon_control,selector_loss_slack,pooling_threshold,lambda_branch,lambda_residual,best_fallback_val_accuracy,best_fallback_val_loss,best_fallback_test_accuracy,best_fallback_test_loss,residual_source,relation_set_id,aggregation_level,q_order,q_name,primary_type,primary_depth,prime_axis,is_prime_headline,is_depth_control,is_mixed_control,v_p_observed_order,eligible_by_observed_primary_depth,candidate_role,divides_primary_source,quotient_certified,relation_count,relation_count_status,relation_violation_rate,quotient_holonomy_nontrivial_rate,quotient_holonomy_entropy,quotient_assignment_confidence,pooling_residual_q,source_method,uses_validation_data,uses_test_data_for_selection,reason,implemented_real_lift,validation_accuracy,validation_loss,branch_count,capacity_multiplier,parameter_multiplier,inference_multiplier,is_single_model,is_extra_capacity,capacity_matched_to_same_branch_control,lift_implemented,unique_triangle_count,unique_holonomy_count,observed_holonomy_order_lcm,v2_observed_order,v3_observed_order,primary_source,group_closure_status,group_order_if_exact,group_exponent_if_exact,v2_group_order_if_exact,v3_group_order_if_exact,v2_group_exponent_if_exact,v3_group_exponent_if_exact,noncentral_holonomy_score,controlled_true_q,threshold_profile,activation_eligible_threshold_profile,relation_threshold,nontrivial_threshold,entropy_threshold,quotient_fit_status,assignment_strategy,quotient_status,naive_residual_q,naive_residual_q_max,pooling_residual_q_max,pooling_gate_passed,best_fallback_validation_accuracy,selection_score,best_random_same_branch_val_accuracy,best_wrong_prime_or_depth_val_accuracy
mnist_mlp_N3_W128_none_monomial_activation,mnist_mlp_N3_W128_none_monomial_activation_seed4222,mnist,mlp,3.0,128.0,none,monomial_activation,4222.0,greedy_soup,0.914,0.3004025945663452,0.9335,0.2205765762329101,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9335,0.2205765762329101,0.914,0.3004025945663452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_activation,mnist_mlp_N3_W128_none_monomial_activation_seed4223,mnist,mlp,3.0,128.0,none,monomial_activation,4223.0,greedy_soup,0.9135,0.3021424350738525,0.934,0.220640525817871,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.934,0.220640525817871,0.9135,0.3021424350738525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_activation,mnist_mlp_N3_W128_none_monomial_activation_seed4224,mnist,mlp,3.0,128.0,none,monomial_activation,4224.0,greedy_soup,0.915,0.3011586036682129,0.9335,0.222576771736145,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9335,0.222576771736145,0.915,0.3011586036682129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_activation,mnist_mlp_N3_W128_none_monomial_activation_seed4225,mnist,mlp,3.0,128.0,none,monomial_activation,4225.0,greedy_soup,0.9095,0.3065953903198242,0.9335,0.2264001998901367,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9335,0.2264001998901367,0.9095,0.3065953903198242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_activation,mnist_mlp_N3_W128_none_monomial_activation_seed4226,mnist,mlp,3.0,128.0,none,monomial_activation,4226.0,greedy_soup,0.917,0.2936333417892456,0.9345,0.2114708366394043,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2114708366394043,0.917,0.2936333417892456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_activation,mnist_mlp_N3_W128_none_monomial_activation_seed4227,mnist,mlp,3.0,128.0,none,monomial_activation,4227.0,greedy_soup,0.9135,0.2966271123886108,0.935,0.2134175462722778,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.935,0.2134175462722778,0.9135,0.2966271123886108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_activation,mnist_mlp_N3_W128_none_monomial_activation_seed4228,mnist,mlp,3.0,128.0,none,monomial_activation,4228.0,greedy_soup,0.913,0.2966047801971435,0.9345,0.2196048860549926,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2196048860549926,0.913,0.2966047801971435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_activation,mnist_mlp_N3_W128_none_monomial_activation_seed4229,mnist,mlp,3.0,128.0,none,monomial_activation,4229.0,greedy_soup,0.9155,0.2945040874481201,0.9365,0.2130575304031372,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9365,0.2130575304031372,0.9155,0.2945040874481201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4200,mnist,mlp,3.0,128.0,none,monomial_weight,4200.0,greedy_soup,0.912,0.3042481689453125,0.9345,0.2177338800430298,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2177338800430298,0.912,0.3042481689453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4201,mnist,mlp,3.0,128.0,none,monomial_weight,4201.0,greedy_soup,0.9155,0.2914367523193359,0.9355,0.2126469297409057,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9355,0.2126469297409057,0.9155,0.2914367523193359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4202,mnist,mlp,3.0,128.0,none,monomial_weight,4202.0,greedy_soup,0.9135,0.3019641189575195,0.9325,0.2200928001403808,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9325,0.2200928001403808,0.9135,0.3019641189575195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4203,mnist,mlp,3.0,128.0,none,monomial_weight,4203.0,greedy_soup,0.914,0.3048646869659424,0.9345,0.2206605463027954,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2206605463027954,0.914,0.3048646869659424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4204,mnist,mlp,3.0,128.0,none,monomial_weight,4204.0,greedy_soup,0.914,0.2973446578979492,0.935,0.2191035003662109,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.935,0.2191035003662109,0.914,0.2973446578979492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4205,mnist,mlp,3.0,128.0,none,monomial_weight,4205.0,greedy_soup,0.914,0.2934313716888427,0.934,0.2150059471130371,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.934,0.2150059471130371,0.914,0.2934313716888427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4206,mnist,mlp,3.0,128.0,none,monomial_weight,4206.0,greedy_soup,0.9115,0.3069022989273071,0.9315,0.2237257900238037,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9315,0.2237257900238037,0.9115,0.3069022989273071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4207,mnist,mlp,3.0,128.0,none,monomial_weight,4207.0,greedy_soup,0.911,0.3049203987121582,0.9345,0.2208455991744995,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2208455991744995,0.911,0.3049203987121582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4208,mnist,mlp,3.0,128.0,none,monomial_weight,4208.0,greedy_soup,0.9115,0.3057757587432861,0.9345,0.2218660583496093,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2218660583496093,0.9115,0.3057757587432861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4209,mnist,mlp,3.0,128.0,none,monomial_weight,4209.0,greedy_soup,0.915,0.2938933296203613,0.9355,0.2097486238479614,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9355,0.2097486238479614,0.915,0.2938933296203613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4210,mnist,mlp,3.0,128.0,none,monomial_weight,4210.0,greedy_soup,0.913,0.3027777137756348,0.9345,0.2216636114120483,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2216636114120483,0.913,0.3027777137756348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4211,mnist,mlp,3.0,128.0,none,monomial_weight,4211.0,greedy_soup,0.913,0.2961065006256103,0.9335,0.2135701942443847,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9335,0.2135701942443847,0.913,0.2961065006256103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4212,mnist,mlp,3.0,128.0,none,monomial_weight,4212.0,greedy_soup,0.911,0.2973061504364013,0.9325,0.2176472463607788,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9325,0.2176472463607788,0.911,0.2973061504364013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4213,mnist,mlp,3.0,128.0,none,monomial_weight,4213.0,greedy_soup,0.913,0.3015392961502075,0.935,0.2202158489227295,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.935,0.2202158489227295,0.913,0.3015392961502075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4214,mnist,mlp,3.0,128.0,none,monomial_weight,4214.0,greedy_soup,0.91,0.2991596698760986,0.936,0.2193833999633789,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.936,0.2193833999633789,0.91,0.2991596698760986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4215,mnist,mlp,3.0,128.0,none,monomial_weight,4215.0,greedy_soup,0.915,0.2926376247406005,0.9365,0.2114383878707885,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9365,0.2114383878707885,0.915,0.2926376247406005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4216,mnist,mlp,3.0,128.0,none,monomial_weight,4216.0,greedy_soup,0.9125,0.3027435159683228,0.9365,0.2199430742263794,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9365,0.2199430742263794,0.9125,0.3027435159683228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4217,mnist,mlp,3.0,128.0,none,monomial_weight,4217.0,greedy_soup,0.916,0.2971381311416626,0.9365,0.2129004430770874,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9365,0.2129004430770874,0.916,0.2971381311416626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4218,mnist,mlp,3.0,128.0,none,monomial_weight,4218.0,greedy_soup,0.913,0.2937593688964843,0.9355,0.2093890867233276,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9355,0.2093890867233276,0.913,0.2937593688964843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4219,mnist,mlp,3.0,128.0,none,monomial_weight,4219.0,greedy_soup,0.912,0.2981924333572388,0.933,0.2160159273147583,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.933,0.2160159273147583,0.912,0.2981924333572388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4220,mnist,mlp,3.0,128.0,none,monomial_weight,4220.0,greedy_soup,0.9145,0.2951929712295532,0.9335,0.2116575136184692,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9335,0.2116575136184692,0.9145,0.2951929712295532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4221,mnist,mlp,3.0,128.0,none,monomial_weight,4221.0,greedy_soup,0.911,0.300237940788269,0.933,0.2158464555740356,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.933,0.2158464555740356,0.911,0.300237940788269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4222,mnist,mlp,3.0,128.0,none,monomial_weight,4222.0,greedy_soup,0.914,0.3004025945663452,0.9335,0.2205765762329101,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9335,0.2205765762329101,0.914,0.3004025945663452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4223,mnist,mlp,3.0,128.0,none,monomial_weight,4223.0,greedy_soup,0.9135,0.3021424350738525,0.934,0.220640525817871,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.934,0.220640525817871,0.9135,0.3021424350738525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4224,mnist,mlp,3.0,128.0,none,monomial_weight,4224.0,greedy_soup,0.915,0.3011586036682129,0.9335,0.222576771736145,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9335,0.222576771736145,0.915,0.3011586036682129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4225,mnist,mlp,3.0,128.0,none,monomial_weight,4225.0,greedy_soup,0.9095,0.3065953903198242,0.9335,0.2264001998901367,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9335,0.2264001998901367,0.9095,0.3065953903198242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4226,mnist,mlp,3.0,128.0,none,monomial_weight,4226.0,greedy_soup,0.917,0.2936333417892456,0.9345,0.2114708366394043,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2114708366394043,0.917,0.2936333417892456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4227,mnist,mlp,3.0,128.0,none,monomial_weight,4227.0,greedy_soup,0.9135,0.2966271123886108,0.935,0.2134175462722778,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.935,0.2134175462722778,0.9135,0.2966271123886108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4228,mnist,mlp,3.0,128.0,none,monomial_weight,4228.0,greedy_soup,0.913,0.2966047801971435,0.9345,0.2196048860549926,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9345,0.2196048860549926,0.913,0.2966047801971435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W128_none_monomial_weight,mnist_mlp_N3_W128_none_monomial_weight_seed4229,mnist,mlp,3.0,128.0,none,monomial_weight,4229.0,greedy_soup,0.9155,0.2945040874481201,0.9365,0.2130575304031372,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9365,0.2130575304031372,0.9155,0.2945040874481201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200,mnist,mlp,3.0,64.0,input_noise,monomial_activation,4200.0,greedy_soup,0.9,0.3427259674072265,0.9225,0.2683700819015503,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9225,0.2683700819015503,0.9,0.3427259674072265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4201,mnist,mlp,3.0,64.0,input_noise,monomial_activation,4201.0,greedy_soup,0.9,0.3564757423400879,0.9155,0.2825649557113647,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9155,0.2825649557113647,0.9,0.3564757423400879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4202,mnist,mlp,3.0,64.0,input_noise,monomial_activation,4202.0,greedy_soup,0.9005,0.3446809740066528,0.9185,0.27204771900177,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9185,0.27204771900177,0.9005,0.3446809740066528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4203,mnist,mlp,3.0,64.0,input_noise,monomial_activation,4203.0,greedy_soup,0.9035,0.3462098636627197,0.9185,0.2711736879348755,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9185,0.2711736879348755,0.9035,0.3462098636627197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4204,mnist,mlp,3.0,64.0,input_noise,monomial_activation,4204.0,greedy_soup,0.8995,0.3518521575927734,0.912,0.2756653156280517,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.912,0.2756653156280517,0.8995,0.3518521575927734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205,mnist,mlp,3.0,64.0,input_noise,monomial_activation,4205.0,greedy_soup,0.9015,0.3463139705657959,0.92,0.2736353588104248,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.92,0.2736353588104248,0.9015,0.3463139705657959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4206,mnist,mlp,3.0,64.0,input_noise,monomial_activation,4206.0,greedy_soup,0.9035,0.3466039972305297,0.9195,0.2682592725753784,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.9195,0.2682592725753784,0.9035,0.3466039972305297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4207,mnist,mlp,3.0,64.0,input_noise,monomial_activation,4207.0,greedy_soup,0.903,0.344628830909729,0.919,0.2689922285079956,best_fallback,primary_holonomy_safe_selector,best_fallback,False,False,1,0,none,False,False,True,0.002,0.001,0.0,1e-08,0.0,0.01,0.919,0.2689922285079956,0.903,0.344628830909729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
